x_values,total_1,total_2
3219,4135,3002
3220,4133,3000
3221,4141,2999
3222,4143,3004
3223,4141,3010
3224,4136,3014
3225,4136,3014
3226,4135,3018
3227,4133,3013
3228,4128,3009
3229,4125,3007
3230,4125,3007
3231,4121,3003
3232,4125,3009
3233,4124,3012
3234,4122,3010
3235,4125,3006
3236,4129,3001
3237,4132,2997
3238,4137,3003
3239,4142,3009
3240,4144,3005
3241,4144,3002
3242,4145,3002
3243,4145,3008
3244,4144,3005
3245,4142,3003
3246,4143,3006
3247,4139,3002
3248,4134,3004
3249,4135,3002
3250,4139,3000
3251,4143,3002
3252,4143,2999
3253,4140,3005
3254,4139,3006
3255,4145,3005
3256,4146,3007
3257,4145,3006
3258,4151,3004
3259,4151,3009
3260,4146,3013
3261,4147,3018
3262,4141,3020
3263,4137,3024
3264,4137,3030
3265,4131,3029
3266,4126,3035
3267,4131,3034
3268,4136,3029
3269,4138,3028
3270,4146,3031
3271,4153,3031
3272,4155,3030
3273,4157,3027
3274,4162,3028
3275,4166,3029
3276,4170,3031
3277,4172,3027
3278,4172,3022
3279,4180,3020
3280,4187,3024
3281,4183,3019
3282,4188,3021
3283,4182,3023
3284,4177,3019
3285,4175,3019
3286,4177,3025
3287,4175,3027
3288,4181,3033
3289,4176,3030
3290,4183,3025
3291,4180,3022
3292,4175,3025
3293,4175,3020
3294,4178,3019
3295,4173,3025
3296,4175,3027
3297,4170,3026
3298,4166,3026
3299,4166,3022
3300,4162,3023
3301,4157,3025
3302,4151,3021
3303,4153,3024
3304,4149,3029
3305,4148,3035
3306,4149,3040
3307,4151,3041
3308,4155,3040
3309,4160,3039
3310,4157,3043
3311,4152,3038
3312,4155,3033
3313,4159,3037
3314,4164,3032
3315,4160,3036
3316,4164,3032
3317,4163,3038
3318,4163,3041
3319,4170,3042
3320,4173,3040
3321,4181,3045
3322,4175,3050
3323,4183,3053
3324,4190,3056
3325,4191,3057
3326,4188,3059
3327,4186,3060
3328,4187,3057
3329,4193,3054
3330,4195,3056
3331,4203,3060
3332,4198,3056
3333,4206,3055
3334,4203,3059
3335,4201,3060
3336,4201,3061
3337,4200,3067
3338,4207,3062
3339,4207,3057
3340,4201,3053
3341,4206,3050
3342,4213,3053
3343,4216,3054
3344,4223,3057
3345,4223,3061
3346,4229,3061
3347,4235,3063
3348,4242,3066
3349,4246,3068
3350,4249,3074
3351,4251,3080
3352,4250,3084
3353,4254,3082
3354,4252,3085
3355,4249,3082
3356,4256,3086
3357,4263,3091
3358,4269,3089
3359,4277,3094
3360,4272,3089
3361,4274,3089
3362,4276,3085
3363,4279,3089
3364,4284,3087
3365,4279,3090
3366,4276,3094
3367,4284,3094
3368,4286,3094
3369,4289,3099
3370,4284,3095
3371,4286,3096
3372,4291,3098
3373,4287,3103
3374,4291,3104
3375,4296,3099
3376,4291,3099
3377,4293,3103
3378,4289,3101
3379,4293,3099
3380,4295,3103
3381,4296,3106
3382,4290,3105
3383,4295,3109
3384,4301,3115
3385,4298,3114
3386,4302,3120
3387,4303,3123
3388,4308,3125
3389,4302,3124
3390,4298,3127
3391,4304,3130
3392,4311,3129
3393,4319,3124
3394,4318,3127
3395,4318,3133
3396,4326,3139
3397,4321,3145
3398,4325,3140
3399,4330,3138
3400,4328,3144
3401,4326,3142
3402,4329,3143
3403,4327,3146
3404,4332,3146
3405,4339,3149
3406,4339,3149
3407,4338,3153
3408,4346,3155
3409,4346,3155
3410,4347,3150
3411,4354,3147
3412,4357,3151
3413,4351,3152
3414,4355,3147
3415,4363,3147
3416,4357,3143
3417,4363,3147
3418,4367,3146
3419,4371,3141
3420,4375,3145
3421,4375,3149
3422,4379,3148
3423,4376,3153
3424,4384,3159
3425,4382,3154
3426,4384,3150
3427,4383,3155
3428,4388,3156
3429,4382,3158
3430,4386,3163
3431,4380,3162
3432,4377,3166
3433,4384,3161
3434,4391,3158
3435,4387,3162
3436,4391,3158
3437,4390,3156
3438,4384,3155
3439,4384,3161
3440,4388,3166
3441,4386,3162
3442,4394,3162
3443,4400,3161
3444,4402,3161
3445,4399,3160
3446,4396,3160
3447,4400,3159
3448,4407,3158
3449,4406,3162
3450,4402,3161
3451,4403,3166
3452,4403,3164
3453,4406,3165
3454,4404,3170
3455,4399,3174
3456,4401,3170
3457,4403,3170
3458,4405,3176
3459,4403,3181
3460,4399,3184
3461,4402,3182
3462,4402,3185
3463,4404,3185
3464,4405,3182
3465,4400,3177
3466,4404,3180
3467,4399,3181
3468,4406,3176
3469,4409,3174
3470,4413,3180
3471,4408,3176
3472,4413,3177
3473,4421,3182
3474,4429,3188
3475,4433,3192
3476,4439,3194
3477,4437,3194
3478,4434,3189
3479,4440,3195
3480,4442,3197
3481,4436,3202
3482,4440,3204
3483,4442,3200
3484,4443,3205
3485,4451,3209
3486,4445,3215
3487,4447,3213
3488,4451,3216
3489,4452,3222
3490,4458,3224
3491,4459,3225
3492,4467,3221
3493,4464,3217
3494,4469,3220
3495,4474,3218
3496,4482,3218
3497,4490,3215
3498,4490,3215
3499,4492,3213
3500,4489,3219
3501,4495,3219
3502,4491,3218
3503,4496,3218
3504,4503,3215
3505,4500,3211
3506,4504,3212
3507,4499,3212
3508,4498,3208
3509,4492,3213
3510,4495,3210
3511,4492,3205
3512,4487,3204
3513,4491,3210
3514,4492,3211
3515,4492,3209
3516,4494,3215
3517,4488,3215
3518,4494,3217
3519,4494,3221
3520,4498,3227
3521,4502,3231
3522,4498,3237
3523,4495,3234
3524,4502,3235
3525,4509,3231
3526,4506,3228
3527,4509,3230
3528,4512,3226
3529,4511,3223
3530,4507,3227
3531,4510,3229
3532,4515,3227
3533,4511,3229
3534,4513,3230
3535,4515,3229
3536,4519,3230
3537,4526,3230
3538,4525,3231
3539,4525,3237
3540,4528,3243
3541,4534,3247
3542,4537,3246
3543,4542,3250
3544,4542,3254
3545,4545,3258
3546,4539,3260
3547,4534,3255
3548,4532,3257
3549,4539,3260
3550,4539,3264
3551,4541,3265
3552,4540,3263
3553,4537,3260
3554,4539,3264
3555,4536,3266
3556,4530,3264
3557,4538,3269
3558,4538,3274
3559,4543,3271
3560,4548,3277
3561,4543,3274
3562,4540,3273
3563,4541,3274
3564,4538,3271
3565,4538,3274
3566,4539,3279
3567,4540,3277
3568,4539,3273
3569,4540,3276
3570,4537,3271
3571,4533,3277
3572,4536,3273
3573,4544,3276
3574,4539,3279
3575,4547,3281
3576,4541,3286
3577,4548,3291
3578,4547,3289
3579,4546,3291
3580,4546,3294
3581,4549,3291
3582,4544,3289
3583,4542,3285
3584,4543,3290
3585,4539,3289
3586,4545,3289
3587,4553,3286
3588,4553,3289
3589,4559,3285
3590,4560,3288
3591,4555,3288
3592,4558,3290
3593,4560,3288
3594,4562,3288
3595,4569,3285
3596,4573,3283
3597,4574,3282
3598,4582,3287
3599,4579,3283
3600,4573,3279
3601,4568,3285
3602,4564,3284
3603,4559,3285
3604,4563,3285
3605,4558,3287
3606,4554,3287
3607,4553,3287
3608,4550,3283
3609,4545,3289
3610,4540,3286
3611,4538,3290
3612,4534,3296
3613,4530,3301
3614,4536,3302
3615,4541,3303
3616,4541,3308
3617,4544,3309
3618,4552,3311
3619,4556,3312
3620,4556,3308
3621,4557,3309
3622,4553,3304
3623,4554,3305
3624,4554,3304
3625,4555,3304
3626,4561,3301
3627,4567,3307
3628,4566,3305
3629,4564,3307
3630,4562,3311
3631,4563,3312
3632,4559,3312
3633,4558,3313
3634,4563,3309
3635,4563,3313
3636,4563,3314
3637,4560,3309
3638,4563,3305
3639,4564,3300
3640,4568,3303
3641,4576,3303
3642,4580,3309
3643,4583,3305
3644,4585,3310
3645,4582,3312
3646,4581,3314
3647,4575,3317
3648,4569,3322
3649,4573,3317
3650,4576,3315
3651,4584,3313
3652,4591,3315
3653,4586,3319
3654,4583,3319
3655,4583,3320
3656,4581,3321
3657,4580,3321
3658,4579,3319
3659,4574,3325
3660,4580,3322
3661,4577,3328
3662,4577,3328
3663,4585,3334
3664,4585,3337
3665,4587,3332
3666,4587,3329
3667,4590,3328
3668,4595,3323
3669,4601,3322
3670,4595,3321
3671,4600,3327
3672,4608,3329
3673,4614,3328
3674,4618,3325
3675,4614,3329
3676,4610,3325
3677,4605,3329
3678,4603,3324
3679,4604,3327
3680,4603,3326
3681,4604,3325
3682,4611,3330
3683,4612,3331
3684,4616,3334
3685,4618,3335
3686,4614,3336
3687,4619,3334
3688,4620,3331
3689,4616,3330
3690,4611,3325
3691,4611,3325
3692,4609,3331
3693,4607,3331
3694,4613,3337
3695,4611,3332
3696,4607,3334
3697,4603,3332
3698,4601,3327
3699,4606,3331
3700,4608,3328
3701,4615,3328
3702,4609,3333
3703,4609,3339
3704,4610,3343
3705,4617,3341
3706,4611,3341
3707,4618,3338
3708,4618,3336
3709,4624,3334
3710,4621,3330
3711,4629,3326
3712,4624,3328
3713,4631,3325
3714,4636,3330
3715,4631,3333
3716,4634,3336
3717,4638,3331
3718,4645,3326
3719,4651,3326
3720,4649,3326
3721,4650,3321
3722,4649,3320
3723,4647,3317
3724,4648,3317
3725,4644,3314
3726,4648,3310
3727,4652,3308
3728,4653,3313
3729,4655,3314
3730,4658,3316
3731,4661,3317
3732,4666,3317
3733,4660,3323
3734,4656,3327
3735,4655,3331
3736,4662,3327
3737,4669,3323
3738,4673,3329
3739,4677,3330
3740,4671,3328
3741,4669,3334
3742,4674,3332
3743,4673,3334
3744,4674,3336
3745,4680,3334
3746,4674,3339
3747,4677,3336
3748,4680,3333
3749,4682,3330
3750,4679,3334
3751,4675,3337
3752,4677,3343
3753,4675,3339
3754,4675,3340
3755,4681,3346
3756,4682,3343
3757,4676,3340
3758,4682,3342
3759,4676,3337
3760,4680,3340
3761,4679,3337
3762,4676,3338
3763,4674,3337
3764,4680,3335
3765,4683,3333
3766,4677,3328
3767,4672,3332
3768,4675,3327
3769,4672,3329
3770,4670,3332
3771,4676,3327
3772,4673,3331
3773,4679,3336
3774,4673,3335
3775,4680,3341
3776,4682,3338
3777,4684,3337
3778,4679,3332
3779,4684,3327
3780,4681,3325
3781,4678,3327
3782,4675,3325
3783,4671,3326
3784,4667,3322
3785,4661,3323
3786,4665,3323
3787,4667,3328
3788,4662,3325
3789,4667,3321
3790,4666,3320
3791,4674,3320
3792,4676,3321
3793,4680,3322
3794,4687,3327
3795,4691,3332
3796,4689,3329
3797,4697,3324
3798,4703,3320
3799,4708,3318
3800,4702,3323
3801,4699,3326
3802,4705,3323
3803,4710,3329
3804,4715,3331
3805,4717,3328
3806,4713,3332
3807,4717,3333
3808,4717,3330
3809,4722,3333
3810,4724,3339
3811,4729,3342
3812,4737,3339
3813,4744,3337
3814,4747,3335
3815,4748,3338
3816,4751,3340
3817,4757,3335
3818,4755,3330
3819,4750,3332
3820,4745,3330
3821,4743,3335
3822,4741,3330
3823,4738,3335
3824,4743,3330
3825,4746,3329
3826,4748,3335
3827,4747,3337
3828,4752,3334
3829,4754,3338
3830,4758,3334
3831,4761,3331
3832,4756,3334
3833,4760,3329
3834,4763,3328
3835,4771,3329
3836,4776,3333
3837,4775,3337
3838,4774,3343
3839,4775,3349
3840,4772,3354
3841,4774,3352
3842,4779,3355
3843,4773,3356
3844,4775,3351
3845,4782,3349
3846,4782,3348
3847,4787,3349
3848,4787,3355
3849,4787,3360
3850,4787,3363
3851,4787,3367
3852,4789,3363
3853,4795,3364
3854,4791,3370
3855,4795,3365
3856,4797,3363
3857,4797,3363
3858,4803,3364
3859,4803,3366
3860,4797,3366
3861,4794,3367
3862,4788,3369
3863,4795,3367
3864,4796,3372
3865,4800,3375
3866,4807,3381
3867,4811,3381
3868,4819,3385
3869,4822,3386
3870,4816,3390
3871,4810,3393
3872,4808,3393
3873,4802,3395
3874,4810,3396
3875,4813,3393
3876,4813,3390
3877,4819,3386
3878,4814,3385
3879,4817,3382
3880,4820,3386
3881,4818,3385
3882,4826,3391
3883,4833,3391
3884,4832,3396
3885,4840,3400
3886,4846,3395
3887,4844,3398
3888,4846,3400
3889,4840,3396
3890,4848,3395
3891,4847,3396
3892,4847,3393
3893,4851,3395
3894,4857,3394
3895,4852,3400
3896,4853,3397
3897,4856,3398
3898,4853,3393
3899,4856,3395
3900,4850,3394
3901,4851,3394
3902,4846,3390
3903,4853,3390
3904,4850,3392
3905,4844,3390
3906,4843,3386
3907,4844,3385
3908,4841,3389
3909,4844,3389
3910,4842,3389
3911,4848,3391
3912,4849,3396
3913,4843,3401
3914,4847,3398
3915,4843,3397
3916,4848,3400
3917,4854,3398
3918,4850,3404
3919,4858,3401
3920,4865,3397
3921,4871,3399
3922,4867,3399
3923,4871,3399
3924,4869,3401
3925,4874,3398
3926,4873,3404
3927,4881,3401
3928,4885,3401
3929,4884,3407
3930,4887,3405
3931,4883,3400
3932,4881,3405
3933,4875,3407
3934,4869,3412
3935,4870,3407
3936,4871,3413
3937,4876,3410
3938,4882,3406
3939,4885,3405
3940,4889,3402
3941,4887,3402
3942,4889,3402
3943,4883,3406
3944,4883,3406
3945,4880,3404
3946,4888,3404
3947,4892,3407
3948,4897,3413
3949,4901,3418
3950,4897,3424
3951,4893,3422
3952,4896,3421
3953,4900,3419
3954,4902,3419
3955,4909,3425
3956,4914,3424
3957,4917,3419
3958,4912,3423
3959,4912,3418
3960,4919,3423
3961,4915,3426
3962,4915,3431
3963,4920,3428
3964,4921,3428
3965,4920,3431
3966,4916,3429
3967,4916,3432
3968,4915,3436
3969,4910,3431
3970,4912,3434
3971,4917,3430
3972,4921,3427
3973,4929,3432
3974,4927,3437
3975,4923,3435
3976,4925,3441
3977,4925,3444
3978,4925,3447
3979,4932,3447
3980,4937,3442
3981,4936,3446
3982,4930,3446
3983,4937,3447
3984,4934,3445
3985,4935,3446
3986,4939,3449
3987,4942,3451
3988,4942,3455
3989,4941,3455
3990,4939,3451
3991,4940,3448
3992,4937,3448
3993,4935,3448
3994,4935,3444
3995,4931,3448
3996,4926,3449
3997,4923,3448
3998,4919,3454
3999,4918,3459
4000,4917,3462
4001,4913,3465
4002,4917,3471
4003,4911,3472
4004,4913,3477
4005,4909,3478
4006,4917,3474
4007,4913,3474
4008,4916,3479
4009,4915,3481
4010,4912,3480
4011,4911,3477
4012,4917,3474
4013,4923,3479
4014,4919,3475
4015,4913,3478
4016,4917,3480
4017,4922,3485
4018,4927,3481
4019,4934,3479
4020,4938,3483
4021,4934,3479
4022,4933,3475
4023,4935,3476
4024,4939,3476
4025,4946,3471
4026,4944,3468
4027,4947,3469
4028,4941,3468
4029,4938,3470
4030,4938,3469
4031,4942,3467
4032,4945,3462
4033,4946,3465
4034,4944,3471
4035,4938,3474
4036,4940,3470
4037,4947,3475
4038,4949,3474
4039,4943,3476
4040,4946,3474
4041,4953,3477
4042,4948,3477
4043,4944,3472
4044,4951,3470
4045,4949,3475
4046,4952,3476
4047,4952,3475
4048,4951,3480
4049,4948,3484
4050,4944,3487
4051,4952,3483
4052,4958,3484
4053,4959,3480
4054,4958,3481
4055,4953,3480
4056,4956,3476
4057,4953,3481
4058,4947,3479
4059,4945,3478
4060,4941,3480
4061,4937,3476
4062,4939,3479
4063,4946,3476
4064,4947,3481
4065,4941,3478
4066,4941,3473
4067,4949,3469
4068,4956,3475
4069,4961,3480
4070,4957,3477
4071,4954,3473
4072,4961,3475
4073,4963,3475
4074,4967,3471
4075,4973,3476
4076,4967,3482
4077,4969,3488
4078,4977,3489
4079,4977,3493
4080,4980,3489
4081,4975,3488
4082,4983,3486
4083,4991,3490
4084,4991,3494
4085,4985,3500
4086,4992,3498
4087,4994,3496
4088,4993,3491
4089,4992,3494
4090,4988,3492
4091,4994,3491
4092,4989,3492
4093,4995,3498
4094,4996,3495
4095,4998,3500
4096,4992,3501
4097,4993,3503
4098,4988,3502
4099,4989,3507
4100,4993,3506
4101,4998,3506
4102,4995,3510
4103,4998,3505
4104,5006,3511
4105,5010,3511
4106,5011,3510
4107,5009,3510
4108,5007,3507
4109,5011,3504
4110,5017,3500
4111,5019,3500
4112,5013,3502
4113,5019,3506
4114,5015,3510
4115,5013,3509
4116,5019,3506
4117,5024,3504
4118,5028,3507
4119,5026,3511
4120,5034,3510
4121,5034,3505
4122,5040,3507
4123,5045,3508
4124,5043,3513
4125,5037,3516
4126,5033,3514
4127,5036,3520
4128,5031,3526
4129,5038,3521
4130,5035,3520
4131,5040,3521
4132,5039,3523
4133,5041,3528
4134,5040,3534
4135,5039,3531
4136,5038,3536
4137,5043,3534
4138,5039,3534
4139,5038,3540
4140,5042,3544
4141,5043,3539
4142,5041,3535
4143,5039,3533
4144,5043,3533
4145,5049,3535
4146,5047,3536
4147,5041,3534
4148,5044,3539
4149,5040,3541
4150,5039,3543
4151,5040,3543
4152,5039,3541
4153,5042,3536
4154,5040,3539
4155,5047,3535
4156,5052,3530
4157,5055,3526
4158,5062,3528
4159,5057,3525
4160,5060,3527
4161,5061,3529
4162,5066,3534
4163,5061,3531
4164,5057,3533
4165,5055,3539
4166,5052,3545
4167,5053,3548
4168,5060,3546
4169,5065,3544
4170,5071,3549
4171,5069,3552
4172,5071,3557
4173,5077,3563
4174,5072,3560
4175,5080,3556
4176,5087,3556
4177,5090,3562
4178,5091,3560
4179,5095,3558
4180,5099,3553
4181,5103,3552
4182,5110,3551
4183,5115,3549
4184,5121,3545
4185,5118,3546
4186,5115,3545
4187,5111,3542
4188,5116,3538
4189,5117,3544
4190,5122,3542
4191,5117,3544
4192,5116,3543
4193,5111,3548
4194,5119,3553
4195,5117,3550
4196,5125,3550
4197,5127,3546
4198,5132,3541
4199,5137,3544
4200,5134,3548
4201,5138,3547
4202,5141,3542
4203,5146,3537
4204,5146,3539
4205,5153,3537
4206,5158,3538
4207,5156,3540
4208,5160,3537
4209,5158,3542
4210,5154,3539
4211,5160,3534
4212,5166,3538
4213,5168,3533
4214,5170,3536
4215,5164,3541
4216,5170,3540
4217,5175,3542
4218,5171,3538
4219,5178,3536
4220,5185,3536
4221,5179,3539
4222,5180,3542
4223,5184,3543
4224,5186,3541
4225,5189,3544
4226,5196,3544
4227,5197,3548
4228,5191,3550
4229,5196,3546
4230,5204,3550
4231,5205,3546
4232,5204,3544
4233,5198,3542
4234,5202,3542
4235,5201,3544
4236,5209,3547
4237,5214,3553
4238,5218,3548
4239,5223,3552
4240,5230,3548
4241,5230,3553
4242,5234,3551
4243,5236,3554
4244,5236,3559
4245,5240,3558
4246,5241,3562
4247,5246,3558
4248,5241,3558
4249,5245,3563
4250,5245,3564
4251,5246,3565
4252,5240,3569
4253,5247,3568
4254,5244,3563
4255,5239,3567
4256,5247,3564
4257,5248,3569
4258,5255,3568
4259,5258,3572
4260,5263,3571
4261,5271,3573
4262,5273,3569
4263,5278,3564
4264,5273,3561
4265,5275,3559
4266,5274,3561
4267,5273,3563
4268,5281,3558
4269,5285,3556
4270,5287,3561
4271,5285,3558
4272,5290,3564
4273,5286,3569
4274,5287,3574
4275,5288,3579
4276,5282,3574
4277,5276,3580
4278,5273,3585
4279,5274,3582
4280,5272,3583
4281,5266,3582
4282,5260,3578
4283,5268,3574
4284,5266,3578
4285,5273,3581
4286,5275,3579
4287,5274,3576
4288,5279,3574
4289,5280,3570
4290,5283,3576
4291,5285,3574
4292,5283,3580
4293,5286,3581
4294,5288,3584
4295,5285,3582
4296,5291,3577
4297,5298,3577
4298,5294,3576
4299,5301,3579
4300,5300,3578
4301,5303,3577
4302,5301,3578
4303,5302,3580
4304,5308,3579
4305,5314,3579
4306,5312,3580
4307,5310,3583
4308,5317,3586
4309,5312,3584
4310,5314,3581
4311,5322,3587
4312,5318,3584
4313,5326,3584
4314,5331,3585
4315,5329,3590
4316,5327,3588
4317,5324,3586
4318,5318,3586
4319,5324,3586
4320,5332,3591
4321,5337,3596
4322,5342,3601
4323,5346,3602
4324,5344,3607
4325,5349,3609
4326,5350,3609
4327,5349,3611
4328,5353,3611
4329,5352,3615
4330,5357,3614
4331,5359,3609
4332,5353,3609
4333,5360,3610
4334,5357,3616
4335,5353,3611
4336,5349,3610
4337,5354,3615
4338,5351,3621
4339,5354,3619
4340,5352,3618
4341,5353,3624
4342,5354,3626
4343,5362,3627
4344,5368,3632
4345,5369,3636
4346,5377,3642
4347,5382,3644
4348,5390,3648
4349,5389,3648
4350,5383,3644
4351,5390,3647
4352,5395,3647
4353,5396,3647
4354,5399,3643
4355,5405,3644
4356,5413,3645
4357,5412,3650
4358,5416,3656
4359,5423,3660
4360,5423,3662
4361,5429,3658
4362,5432,3655
4363,5439,3656
4364,5439,3652
4365,5444,3656
4366,5440,3656
4367,5446,3652
4368,5454,3657
4369,5461,3656
4370,5464,3653
4371,5459,3654
4372,5466,3652
4373,5468,3658
4374,5472,3655
4375,5472,3658
4376,5469,3664
4377,5472,3662
4378,5474,3667
4379,5476,3671
4380,5478,3669
4381,5479,3673
4382,5476,3677
4383,5484,3683
4384,5479,3689
4385,5477,3695
4386,5475,3694
4387,5479,3692
4388,5487,3696
4389,5494,3691
4390,5496,3689
4391,5502,3695
4392,5509,3698
4393,5509,3697
4394,5508,3701
4395,5508,3705
4396,5516,3709
4397,5519,3715
4398,5527,3712
4399,5526,3707
4400,5520,3713
4401,5514,3709
4402,5516,3711
4403,5524,3713
4404,5529,3714
4405,5524,3718
4406,5529,3716
4407,5524,3713
4408,5530,3717
4409,5530,3713
4410,5526,3715
4411,5520,3710
4412,5520,3710
4413,5523,3715
4414,5521,3711
4415,5515,3710
4416,5523,3708
4417,5519,3711
4418,5526,3711
4419,5531,3708
4420,5531,3709
4421,5535,3713
4422,5538,3709
4423,5536,3713
4424,5535,3718
4425,5532,3717
4426,5532,3713
4427,5534,3713
4428,5530,3719
4429,5534,3722
4430,5539,3717
4431,5545,3712
4432,5549,3718
4433,5551,3716
4434,5545,3719
4435,5552,3721
4436,5556,3722
4437,5563,3720
4438,5571,3724
4439,5569,3719
4440,5577,3723
4441,5571,3728
4442,5566,3727
4443,5573,3728
4444,5571,3732
4445,5568,3737
4446,5574,3740
4447,5568,3745
4448,5566,3741
4449,5564,3737
4450,5558,3732
4451,5560,3735
4452,5559,3733
4453,5561,3739
4454,5568,3734
4455,5563,3729
4456,5570,3725
4457,5570,3730
4458,5569,3735
4459,5576,3730
4460,5570,3734
4461,5572,3729
4462,5575,3731
4463,5575,3733
4464,5580,3736
4465,5576,3741
4466,5582,3741
4467,5581,3738
4468,5583,3734
4469,5589,3734
4470,5585,3738
4471,5588,3734
4472,5593,3730
4473,5592,3726
4474,5588,3729
4475,5587,3731
4476,5587,3731
4477,5591,3729
4478,5587,3725
4479,5585,3721
4480,5579,3721
4481,5584,3716
4482,5582,3713
4483,5588,3716
4484,5586,3714
4485,5592,3719
4486,5596,3718
4487,5594,3721
4488,5592,3716
4489,5591,3713
4490,5599,3708
4491,5607,3714
4492,5606,3719
4493,5605,3715
4494,5602,3717
4495,5608,3714
4496,5613,3714
4497,5613,3718
4498,5608,3719
4499,5607,3725
4500,5603,3723
4501,5604,3724
4502,5609,3723
4503,5606,3720
4504,5607,3719
4505,5613,3721
4506,5612,3727
4507,5608,3729
4508,5614,3730
4509,5613,3735
4510,5607,3730
4511,5611,3731
4512,5606,3727
4513,5605,3730
4514,5599,3727
4515,5598,3725
4516,5604,3725
4517,5607,3725
4518,5611,3724
4519,5614,3719
4520,5619,3719
4521,5620,3719
4522,5614,3718
4523,5613,3721
4524,5616,3722
4525,5615,3721
4526,5614,3723
4527,5611,3719
4528,5613,3722
4529,5608,3718
4530,5608,3720
4531,5609,3720
4532,5617,3717
4533,5611,3715
4534,5607,3720
4535,5606,3719
4536,5609,3722
4537,5616,3728
4538,5620,3728
4539,5618,3729
4540,5617,3726
4541,5614,3729
4542,5612,3732
4543,5606,3730
4544,5601,3732
4545,5599,3737
4546,5596,3737
4547,5601,3743
4548,5605,3738
4549,5609,3738
4550,5616,3737
4551,5621,3739
4552,5616,3745
4553,5620,3740
4554,5622,3740
4555,5628,3742
4556,5628,3742
4557,5625,3740
4558,5621,3746
4559,5620,3751
4560,5624,3754
4561,5632,3752
4562,5629,3753
4563,5632,3751
4564,5626,3751
4565,5624,3753
4566,5624,3753
4567,5631,3749
4568,5634,3755
4569,5629,3761
4570,5624,3761
4571,5621,3764
4572,5619,3761
4573,5619,3761
4574,5622,3760
4575,5626,3757
4576,5620,3755
4577,5620,3761
4578,5615,3764
4579,5615,3760
4580,5622,3760
4581,5629,3756
4582,5631,3754
4583,5635,3756
4584,5641,3757
4585,5646,3757
4586,5646,3752
4587,5644,3750
4588,5647,3746
4589,5651,3749
4590,5647,3755
4591,5654,3752
4592,5655,3751
4593,5655,3748
4594,5650,3747
4595,5651,3747
4596,5655,3748
4597,5653,3753
4598,5656,3757
4599,5655,3753
4600,5652,3751
4601,5658,3747
4602,5665,3747
4603,5661,3753
4604,5662,3751
4605,5662,3756
4606,5664,3757
4607,5664,3753
4608,5663,3751
4609,5665,3756
4610,5670,3759
4611,5669,3758
4612,5667,3763
4613,5665,3761
4614,5670,3759
4615,5673,3755
4616,5676,3752
4617,5675,3749
4618,5671,3752
4619,5667,3756
4620,5666,3762
4621,5673,3758
4622,5667,3757
4623,5674,3760
4624,5680,3761
4625,5687,3760
4626,5689,3766
4627,5692,3765
4628,5697,3760
4629,5698,3761
4630,5700,3760
4631,5702,3763
4632,5708,3765
4633,5702,3763
4634,5700,3769
4635,5696,3772
4636,5703,3776
4637,5700,3777
4638,5700,3775
4639,5704,3771
4640,5701,3770
4641,5701,3776
4642,5696,3772
4643,5693,3767
4644,5688,3764
4645,5692,3766
4646,5689,3765
4647,5685,3770
4648,5690,3770
4649,5689,3768
4650,5694,3768
4651,5693,3765
4652,5701,3767
4653,5695,3770
4654,5693,3775
4655,5696,3777
4656,5701,3778
4657,5702,3780
4658,5709,3775
4659,5711,3778
4660,5706,3781
4661,5709,3777
4662,5708,3781
4663,5711,3785
4664,5706,3788
4665,5708,3783
4666,5707,3789
4667,5712,3795
4668,5706,3791
4669,5710,3797
4670,5717,3802
4671,5714,3802
4672,5716,3808
4673,5721,3807
4674,5728,3803
4675,5736,3803
4676,5742,3798
4677,5748,3802
4678,5754,3797
4679,5756,3800
4680,5764,3800
4681,5758,3802
4682,5765,3798
4683,5764,3796
4684,5772,3801
4685,5777,3799
4686,5777,3798
4687,5785,3799
4688,5785,3805
4689,5793,3811
4690,5795,3806
4691,5790,3810
4692,5788,3816
4693,5791,3819
4694,5791,3815
4695,5791,3819
4696,5787,3819
4697,5790,3814
4698,5789,3815
4699,5791,3817
4700,5789,3816
4701,5789,3821
4702,5783,3817
4703,5787,3817
4704,5781,3813
4705,5789,3809
4706,5797,3808
4707,5805,3811
4708,5800,3817
4709,5796,3812
4710,5794,3814
4711,5795,3811
4712,5802,3815
4713,5801,3810
4714,5795,3816
4715,5801,3821
4716,5807,3824
4717,5810,3829
4718,5808,3825
4719,5804,3826
4720,5799,3826
4721,5805,3823
4722,5802,3822
4723,5805,3823
4724,5806,3826
4725,5800,3831
4726,5803,3836
4727,5806,3836
4728,5811,3835
4729,5810,3834
4730,5807,3831
4731,5806,3837
4732,5801,3837
4733,5809,3840
4734,5805,3837
4735,5805,3841
4736,5812,3847
4737,5811,3848
4738,5810,3845
4739,5805,3851
4740,5810,3856
4741,5809,3858
4742,5813,3859
4743,5819,3857
4744,5813,3856
4745,5808,3852
4746,5810,3852
4747,5806,3848
4748,5800,3845
4749,5794,3851
4750,5789,3852
4751,5791,3847
4752,5787,3850
4753,5795,3853
4754,5801,3852
4755,5796,3852
4756,5792,3856
4757,5795,3856
4758,5799,3857
4759,5793,3861
4760,5792,3863
4761,5799,3859
4762,5797,3865
4763,5794,3862
4764,5798,3867
4765,5803,3871
4766,5802,3877
4767,5800,3879
4768,5797,3880
4769,5791,3882
4770,5791,3884
4771,5793,3879
4772,5794,3876
